PAUSED	暂停	menu_paused
blood	血液	mat_blood_thick
snow	雪	mat_snow_b2
diamond	钻石	mat_diamond
slimy meat	发黏的肉	mat_meat_slime
concrete	混凝土	mat_concrete_sand
blood	血液	mat_blood
blood	血液	mat_blood_fading
gunpowder	火药	mat_gunpowder_explosive
fungus	真菌	mat_fungi
plant material	植物材料	mat_plant_material
wood	木材	mat_wood_player
wax	蜡	mat_wax_b2
who knows	神秘物质	mat_physics_throw_material_part2
fire	火焰	mat_fire_blue
gold	黄金	mat_gold_b2
fungus	真菌	mat_fungus_loose
sodium	钠	mat_sodium
sulphur	硫磺	mat_sulphur
salt	盐	mat_salt
steel	钢	mat_steel_sand
slime	绿色黏液	mat_slime_green
slime	黏液	mat_slime_pink
soil	泥土	mat_soil_lush
toxic sludge	毒性淤泥	mat_radioactive_liquid_yellow
fire	火焰	mat_liquid_fire
smoke	烟	mat_smoke_magic
herb	药草	mat_sand_herb
Tower	魔塔	biome_tower
Frozen vault	冻结避难所	biome_vault_frozen
Cloudscape	云景	biome_clouds
Ancient laboratory	古代实验室	biome_liquidcave
Abandoned alchemy lab	废弃炼金实验室	biome_secret_lab
Crystal Chamber	晶体密室	biome_weathercrystal
Frozen poison	冻结毒素	mat_ice_poison_static
Frozen poison	冻结毒素	mat_ice_poison_glass
Frozen slime	冻结黏液	mat_ice_slime_static
Frozen slime	冻结黏液	mat_ice_slime_glass
Frozen blood	冻结血液	mat_ice_blood_glass
Void liquid	虚空液体	mat_void_liquid
Mystery fungus	神秘真菌	mat_fungi_creeping
Purifying powder	净化粉末	mat_purifying_powder
Magical crystal	魔法水晶	mat_magic_crystal
Cursed rock	诅咒岩石	mat_rock_static_cursed
Frozen steel	冻结的钢	mat_steelfrost_static
Slush	烂泥	mat_slush
Poison	毒素	mat_poison
Whiskey fumes	威士忌蒸汽	mat_alcohol_gas
Vomit	呕吐物	mat_vomit
fungus blood	真菌血液	mat_blood_fungi
glowing fungal spore	发光真菌孢子	mat_glowshroom
weird fungus	奇异真菌	mat_fungi_trippy
Sima	Sima（一种芬兰蜂蜜酒）	mat_sima
Tempered glass	钢化玻璃	mat_glass_liquidcave
Ruined brick wall	残破砖墙	mat_templebrick_static_ruined
Brittle brickwork	脆弱砖墙	mat_templebrick_brittle
Brittle rock	脆弱岩石	mat_rock_brittle
Antidote	解毒剂	mat_antidote
flummoxium	混乱魔药	mat_confusion
acceleratium	加速魔药	mat_magic_liquid_movement_faster
worm pheromone	蠕虫魅惑魔药	mat_magic_liquid_worm_attractor
ambrosia	神佑魔药	mat_magic_liquid_protection_all
concentrated mana	聚能魔药	mat_magic_liquid_mana_regeneration
Meat of an innocent creature	无辜生命的肉	mat_meat_helpless
Weird meat	怪异的肉	mat_meat_trippy
Cursed meat	诅咒肉块	mat_meat_cursed
Slimy cursed meat	发黏的诅咒肉块	mat_meat_slime_cursed
Ethereal meat	虚无的肉	mat_meat_teleport
Unstable meat	不稳肉块	mat_meat_polymorph
Ambiguous meat	似肉非肉	mat_meat_confusion
Ruby	红宝石	mat_bloodgold_box2d
levitatium	浮力魔药	mat_magic_liquid_faster_levitation
hastium	迅捷魔药	mat_magic_liquid_faster_levitation_and_movement
Healium	治疗魔药	mat_magic_gas_hp_regeneration
Stinky meat	发臭的肉	mat_meat_polymorph_protection
Heikko limanuljaska	虚弱的黏液毒瘤	animal_slimeshooter_weak
Hyypi?	游魂	animal_wraith
Hohtava hyypi?	冷光游魂	animal_wraith_glowing
Stevari	圣山守卫	animal_necromancer_shop
Maamiina	地雷	animal_mine
Iti?sieni	孢子菇	animal_fungus_big
Varjokupla	暗影泡泡	animal_lurker
H?ivehiisi	席西隐形兵	animal_scavenger_invis
Kilpihiisi	席西护盾兵	animal_scavenger_shield
J?ttikonna	巨型蟾蜍	animal_frog_big
Laser-tankki	MB坦克	animal_tank_super
Ruttorotta	疫病鼠	animal_plague_rats_rat
Heikko ?itinuljaska	虚弱的毒瘤母体	animal_giantshooter_weak
Heikko happonuljaska	虚弱的酸液毒瘤	animal_acidshooter_weak
Ukkoshyypi?	雷霆游魂	animal_wraith_storm
Taivaskristalli	天空魔晶	animal_skycrystal_physics
Limanuljaska	黏液毒瘤	animal_slimeshooter_nontoxic
Torjuntalaite	哨戒炮塔	animal_turret_right
Torjuntalaite	哨戒炮塔	animal_turret_left
Hahmonvaihtaja	变形魔	animal_necromancer
Pikkuh?m?h?kki	小型林蛛	animal_lukki_tiny
Peitsivartija	圣枪守卫	animal_spearbot
Kauhuhirvi?	惊惧怪兽	animal_ultimate_killer
S?hik?ismennink?inen	投弹哥布林	animal_goblin_bomb
Lohkare	岩石精怪	animal_pebble_physics
Jalkamatkatavara	怪腿宝箱怪	animal_chest_leggy
Kolmisilm?	三眼	animal_boss_centipede
Kadotettu alkemisti	疯魔炼金术士	animal_failed_alchemist
Ep?alkemisti	亡灵炼金术士	animal_failed_alchemist_b
Valaistunut alkemisti	受启炼金术士	animal_enlightened_alchemist
Laserkanuuna	激光枪	animal_lasergun
Munkki	僧侣	animal_monk
Patsas	雕像	animal_statue
Ylialkemisti	大炼金术士	animal_boss_alchemist
Palauttajamestari	反制法师	animal_wizard_returner
Vaihdosmestari	换位法师	animal_wizard_swapper
J?ttilaser-lennokki	巨型激光无人机	animal_drone_lasership
M?rki?inen	萨满	animal_shaman
Creates a rain of acid 	产生一阵酸液之雨	actiondesc_cloud_acid 
Spells cast alongside this spell deal double damage	随此法术施放的法术造成双倍伤害	actiondesc_damage_x2
Spells cast alongside this spell deal quintuple damage	随此法术施放的法术造成五倍伤害	actiondesc_damage_x5
Makes a projectile release firecrackers when it disappears	令投射物在消失时放出爆竹	actiondesc_unstable_gunpowder
A slow but powerful orb of energy that casts another spell after a timer runs out	缓慢而强大的能量球体，在定时结束后施放另一法术	actiondesc_slow_bullet_timer
A fast, arcing projectile that casts another spell after a timer runs out	在定时结束后施放另一法术的弧线行进快速投射物	actiondesc_bouncy_orb_timer
A magical bolt that heals other beings	治疗任何它击中的生物	actiondesc_heal_bullet
Explosive projectile	易爆射击	action_explosive_projectile
Explosion	爆炸	action_explosion
Creates arcs of lightning between projectiles (requires 2 projectile spells)	投射物之间闪出一道雷电之弧（需要2个投射物法术）	actiondesc_arc_electric
Creates arcs of fire between projectiles (requires 2 projectile spells)	投射物之间点燃一道火之弧（需要2个投射物法术）	actiondesc_arc_fire
Creates arcs of gunpowder between projectiles (requires 2 projectile spells)	投射物之间撒下一道火药之弧（需要2个投射物法术）	actiondesc_arc_gunpowder
Creates arcs of poison between projectiles (requires 2 projectile spells)	投射物之间流过一道毒素之弧（需要2个投射物法术）	actiondesc_arc_poison
Giga death cross	巨型死亡十字	action_death_cross_big
A giant, deadly energy cross that explodes after a short time	巨大的，短暂时间后爆炸的致命能量十字	actiondesc_death_cross_big
Damage field	伤害力场	action_area_damage
Gives a projectile an energy field that constantly deals 3.5 damage to nearby creatures	赋予投射物能量领域，对范围内的生物不断造成 3.5 伤害	actiondesc_area_damage
Rock	召唤岩石	action_summon_rock
Create a mighty rock out of thin air	凭空创造一块巨大的岩石	actiondesc_summon_rock
Summon egg	召唤蛋	action_summon_egg
Summons an egg that houses a friendly creature	召唤一颗孵有友好生物的蛋	actiondesc_summon_egg
Large spitter bolt	大型分裂弹	action_spitter_tier_2
A more powerful version of Spitter Bolt	分裂弹的更强大版本	actiondesc_spitter_tier_2
Large spitter bolt with timer	带有定时的大型分裂弹	action_spitter_tier_2_timer
A more powerful version of Spitter Bolt that casts another spell after a timer runs out	在定时结束后施放另一法术的加强版分裂弹	actiondesc_spitter_tier_2_timer
Giant spitter bolt	巨型分裂弹	action_spitter_tier_3
The most powerful version of Spitter Bolt	最强大形式的分裂弹	actiondesc_spitter_tier_3
Giant spitter bolt with timer	带有定时的巨型分裂弹	action_spitter_tier_3_timer
The most powerful version of Spitter Bolt that casts another spell after a timer runs out	在定时结束后施放另一法术的最强版分裂弹	actiondesc_spitter_tier_3_timer
Chaotic transmutation	混乱转化	action_transmutation
Transmutes various liquids and powdery substances within a projectile's range into something else	令投射物范围内的液体和粉末变为其他随机物质	actiondesc_transmutation
Toxic sludge to acid	毒性淤泥化酸	action_toxic_to_acid
Makes any toxic sludge within a projectile's range turn into acid	令投射物范围内的所有毒性淤泥变为酸液	actiondesc_toxic_to_acid
Summon Taikasauva	召唤魔杖灵	action_summon_wandghost
Summons a possessed wand to aid you	召唤一支附魂的魔杖来支援你	actiondesc_summon_wandghost
Touch of Gold	点金之触	action_touch_gold
Transmutes everything in a short radius into gold, including walls, creatures... and you	将短距离内的一切转化为黄金，包括墙壁、生物... 还有你自己	actiondesc_touch_gold
Touch of Water	清水之触	action_touch_water
Transmutes everything in a short radius into water, including walls, creatures... and you	将短距离内的一切转化为清水，包括墙壁、生物... 还有你自己	actiondesc_touch_water
Touch of Oil	油液之触	action_touch_oil
Transmutes everything in a short radius into oil, including walls, creatures... and you	将短距离内的一切转化为油，包括墙壁、生物... 还有你自己	actiondesc_touch_oil
Touch of Spirits	烈酒之触	action_touch_alcohol
Transmutes everything in a short radius into alcohol, including walls, creatures... and you	将短距离内的一切转化为烈酒，包括墙壁、生物... 还有你自己	actiondesc_touch_alcohol
Touch of Blood	鲜血之触	action_touch_blood
Transmutes everything in a short radius into blood, including walls, creatures... and you	将短距离内的一切转化为鲜血，包括墙壁、生物... 还有你自己	actiondesc_touch_blood
Touch of Smoke	烟尘之触	action_touch_smoke
Transmutes everything in a short radius into smoke, including walls, creatures... and you	将短距离内的一切转化为烟，包括墙壁、生物... 还有你自己	actiondesc_touch_smoke
Destruction	毁灭	action_destruction
Instantly decimates foes around you, at the cost of your maximum HP	以减少生命值上限为代价，立即消灭周围的敌人	actiondesc_destruction
Projectile transmutation field	投射物变形领域	action_projectile_transmutation_field
Projectiles caught within the field transform into harmless critters	领域捕获到的投射物会转化为无害的小生物	actiondesc_projectile_transmutation_field
Chaotic path	混乱路径	action_chaotic_arc
Causes a projectile to chaotically fly wherever it wishes	令投射物混乱地随意飞行	actiondesc_chaotic_arc
Projectile thunder field	投射物雷电领域	action_projectile_thunder_field
Projectiles caught within the field transform into blasts of lightning	领域捕获到的投射物会转化为闪电爆炸	actiondesc_projectile_thunder_field
Projectile gravity field	投射物重力领域	action_projectile_gravity_field
Projectiles caught within the field are attracted towards its center	领域捕获到的投射物会被吸引到领域中心	actiondesc_projectile_gravity_field
Fly downwards	延时下坠	action_fly_downwards
Causes a projectile to aim straight downwards a short time after casting	短暂时间后，投射物将径直下落	actiondesc_fly_downwards
Fly upwards	延时上冲	action_fly_upwards
Causes a projectile to aim straight upwards a short time after casting	短暂时间后，投射物将径直上扬	actiondesc_fly_upwards
Horizontal path	水平路径	action_horizontal_arc
Forces a projectile on a horizontal path, but increases its damage	强制投射物以水平路径行进，但会增加其伤害	actiondesc_horizontal_arc
Luminous drill	光剑	action_luminous_drill
A pinpointed, short-ranged beam of concentrated light	一束精确的短程集聚光束	actiondesc_luminous_drill
Luminous drill with timer	带有定时的光剑	action_luminous_drill_timer
A pinpointed, short-ranged beam of concentrated light that casts another spell after a timer runs out	定时结束后施放另一法术的短程集聚光束	actiondesc_luminous_drill_timer
Explosion on slimy enemies	黏液引爆	action_hitfx_explosion_slime
Makes a projectile explode upon collision with creatures covered in slime	令投射物撞上沾染黏液的敌人时产生爆炸	actiondesc_hitfx_explosion_slime
Giant explosion on slimy enemies	巨型黏液引爆	action_hitfx_explosion_slime_giga
Makes a projectile explode powerfully upon collision with creatures covered in slime	令投射物撞上沾染黏液的敌人时产生巨大爆炸	actiondesc_hitfx_explosion_slime_giga
Explosion on drunk enemies	烈酒引爆	action_hitfx_explosion_alcohol
Makes a projectile explode upon collision with creatures covered in alcohol	令投射物撞上醉酒的敌人时产生爆炸	actiondesc_hitfx_explosion_alcohol
Giant explosion on drunk enemies	巨型烈酒引爆	action_hitfx_explosion_alcohol_giga
Makes a projectile explode powerfully upon collision with creatures covered in alcohol	令投射物撞上醉酒的敌人时产生巨大爆炸	actiondesc_hitfx_explosion_alcohol_giga
Personal fireball thrower	火球投射附身	action_fireball_ray_enemy
Makes a projectile turn the creatures it hits into living fireball throwers	令投射物击中的生物变为行走的火球发射器	actiondesc_fireball_ray_enemy
Lightning thrower	雷电放射	action_lightning_ray
Makes a projectile cast lightning in random directions	令投射物飞行时向随机方向投掷雷电	actiondesc_lightning_ray
Personal lightning caster	雷电放射附身	action_lightning_ray_enemy
Makes a projectile turn the creatures it hits into living thunderstorms	令投射物击中的生物变为行走的闪电风暴	actiondesc_lightning_ray_enemy
Tentacler	触手怪	action_tentacle_ray
Makes a projectile cast tentacles in random directions	投射物在飞行时向随机方向发射触手	actiondesc_tentacle_ray
Personal tentacler	触手怪附身	action_tentacle_ray_enemy
Makes creatures hit by a projectile grow tentacles in a chaotic manner	令被投射物击中的生物以混乱的方式长出触手	actiondesc_tentacle_ray_enemy
Charm on toxic sludge	毒性淤泥魅惑	action_hitfx_toxic_charm
Makes a projectile charm creatures covered in toxic sludge	投射物击中会魅惑带有毒性淤泥状态的生物	actiondesc_hitfx_toxic_charm
Eldritch portal	恐怖传送门	action_tentacle_portal
Summons a one-way portal to a sinister realm	打开一个单向传送门，邪恶的异界生物会伸出它们的触手	actiondesc_tentacle_portal
Ground to sand	化地为砂	action_static_to_sand
Makes any hard, solid materials within a projectile's range turn into sand	投射物范围内的所有坚硬结实材料变为砂粒	actiondesc_static_to_sand
